history_id,create_time,tool_id,job_memory_gb,cpu_count,system_runtime_sec,real_runtime_sec
43,2021-08-13 01:24:03.95515,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,28.0,9,2916,324
43,2021-08-13 01:24:03.884507,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_deinterlacer/fastq_paired_end_deinterlacer/1.1.5,2.0,1,681,681
42,2021-08-13 01:24:02.783441,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/2.1.1,28.0,9,81,9
42,2021-08-13 01:24:02.725028,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/1.5.1+galaxy0,28.0,9,2871,319
42,2021-08-13 01:24:02.653112,toolshed.g2.bx.psu.edu/repos/iuc/kallisto_quant/kallisto_quant/0.46.2+galaxy0,28.0,9,4842,538
42,2021-08-13 01:24:02.534763,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,28.0,9,1683,187
42,2021-08-13 01:24:02.4708,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,28.0,9,4590,510
42,2021-08-13 01:24:02.391507,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_deinterlacer/fastq_paired_end_deinterlacer/1.1.5,2.0,1,1061,1061
6,2021-08-13 01:19:22.226723,__DATA_FETCH__,2.0,1,98,98
33,2021-08-12 23:47:51.545656,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/2.1.1,28.0,9,2961,329
33,2021-08-12 23:47:51.494465,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.1.0+galaxy7,28.0,9,12852,1428
33,2021-08-12 23:47:51.442818,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,28.0,9,36117,4013
