Run,Cloud,Job Conf,Workflow,History,Server,Tool,Tool Version,State,Slots,Memory,Runtime (Sec),CPU,Memory Limit (Bytes),Memory Max usage (Bytes),Memory Soft Limit
1,e2,8x16,6891a40878670c62,99259a3f5197e938,http://34.138.22.88:8000/galaxy/,stringtie,2.1.1,ok,1.0000000,2000.0000000,35.0000000,46453750110.0000000,4999999488.0000000,16818176.0000000,9223372036854771712.0000000
0,e2,4x8,06ce99249061d778,53721d68a5ff923d,http://34.138.22.88:8000/galaxy/,bwa,0.7.17.4,ok,4.0000000,8000.0000000,600.0000000,2028893497819.0000000,16000000000.0000000,11394826240.0000000,9223372036854771712.0000000
0,n1,8x16,68b77645c1492f6d,89152235b2dab7ba,http://35.231.186.105:8000/galaxy/,bwa_mem,0.7.17.1,ok,4.0000000,8000.0000000,259.0000000,1016208828873.0000000,16000000000.0000000,12740255744.0000000,9223372036854771712.0000000
1,e2,16x32,2138d9e23370493f,2eca279e52bdb3d0,http://34.138.22.88:8000/galaxy/,hisat2,2.1.0+galaxy7,ok,2.0000000,4000.0000000,119.0000000,210498933910.0000000,9999998976.0000000,9032368128.0000000,9223372036854771712.0000000
0,n2,default,79e052a475e6668b,8ab117b2e503c4d5,http://34.75.249.162:8000/galaxy/,bwa_mem,0.7.17.1,ok,4.0000000,8000.0000000,603.0000000,797605972273.0000000,16000000000.0000000,8484954112.0000000,9223372036854771712.0000000
0,n1,4x8,91d4a3e115d9cda2,7da77d15fc0191ed,http://35.231.186.105:8000/galaxy/,stringtie,2.1.1,ok,1.0000000,2000.0000000,45.0000000,69183809180.0000000,4999999488.0000000,16932864.0000000,9223372036854771712.0000000
0,c2,8x16,a53cc1dd7d2490b0,2dbff808d1d76c54,http://34.73.40.159:8000/galaxy/,hisat2,2.1.0+galaxy7,ok,2.0000000,4000.0000000,66.0000000,131617391056.0000000,9999998976.0000000,9310531584.0000000,9223372036854771712.0000000
1,n2,16x32,00cc7bba7f14f031,67a214296e5e36b3,http://34.75.249.162:8000/galaxy/,bwa,0.7.17.4,ok,4.0000000,8000.0000000,400.0000000,1354902193340.0000000,16000000000.0000000,11304013824.0000000,9223372036854771712.0000000
1,n2,4x8,8cd9256b535acf7f,4a1ebc34e1cd6d4c,http://34.75.249.162:8000/galaxy/,bowtie2,2.4.2+galaxy0,ok,2.0000000,4000.0000000,345.0000000,691585373685.0000000,9999998976.0000000,7494152192.0000000,9223372036854771712.0000000
1,e2,4x8,06ce99249061d778,c92d77eb191e3a48,http://34.138.22.88:8000/galaxy/,bwa,0.7.17.4,ok,4.0000000,8000.0000000,603.0000000,2036822507551.0000000,16000000000.0000000,11340046336.0000000,9223372036854771712.0000000
0,c2,16x32,4563a60c7ce8a92f,62eef8c4fba7155d,http://34.73.40.159:8000/galaxy/,bwa,0.7.17.4,ok,4.0000000,8000.0000000,379.0000000,1294693762296.0000000,16000000000.0000000,11359490048.0000000,9223372036854771712.0000000
0,n1,default,95a587c8ab73103e,011989b9446cfc56,http://35.231.186.105:8000/galaxy/,bwa_mem,0.7.17.1,ok,4.0000000,8000.0000000,631.0000000,989011153214.0000000,16000000000.0000000,9305366528.0000000,9223372036854771712.0000000
0,c2,default,fd2664cbb575fdf5,9f37a3acc430f989,http://34.73.40.159:8000/galaxy/,stringtie,2.1.1,ok,1.0000000,2000.0000000,29.0000000,42144880511.0000000,4999999488.0000000,16465920.0000000,9223372036854771712.0000000
0,e2,4x8,06ce99249061d778,53721d68a5ff923d,http://34.138.22.88:8000/galaxy/,bowtie2,2.4.2+galaxy0,ok,2.0000000,4000.0000000,426.0000000,834137665927.0000000,9999998976.0000000,7285858304.0000000,9223372036854771712.0000000
1,n1,default,95a587c8ab73103e,e8924317936df9d4,http://35.231.186.105:8000/galaxy/,bowtie2,2.4.2+galaxy0,ok,2.0000000,4000.0000000,429.0000000,853983510618.0000000,9999998976.0000000,7600951296.0000000,9223372036854771712.0000000
1,e2,default,f3571de78c266585,16298b6a83391817,http://34.138.22.88:8000/galaxy/,bowtie2,2.4.2+galaxy0,ok,2.0000000,4000.0000000,431.0000000,835356703060.0000000,9999998976.0000000,7395680256.0000000,9223372036854771712.0000000
0,n1,default,95a587c8ab73103e,011989b9446cfc56,http://35.231.186.105:8000/galaxy/,hisat2,2.1.0+galaxy7,ok,2.0000000,4000.0000000,451.0000000,181904369028.0000000,9999998976.0000000,8234582016.0000000,9223372036854771712.0000000
1,e2,4x8,06ce99249061d778,c92d77eb191e3a48,http://34.138.22.88:8000/galaxy/,bowtie2,2.4.2+galaxy0,ok,2.0000000,4000.0000000,404.0000000,802962966438.0000000,9999998976.0000000,7248928768.0000000,9223372036854771712.0000000
0,e2,4x8,06ce99249061d778,53721d68a5ff923d,http://34.138.22.88:8000/galaxy/,hisat2,2.1.0+galaxy7,ok,2.0000000,4000.0000000,105.0000000,188366673133.0000000,9999998976.0000000,8736198656.0000000,9223372036854771712.0000000
1,c2,default,fd2664cbb575fdf5,7e899c7ccc67d55c,http://34.73.40.159:8000/galaxy/,stringtie,2.1.1,ok,1.0000000,2000.0000000,28.0000000,42411568330.0000000,4999999488.0000000,16257024.0000000,9223372036854771712.0000000
0,e2,4x8,06ce99249061d778,53721d68a5ff923d,http://34.138.22.88:8000/galaxy/,bwa_mem,0.7.17.1,ok,4.0000000,8000.0000000,292.0000000,1132872142365.0000000,16000000000.0000000,9283891200.0000000,9223372036854771712.0000000
1,c2,4x8,2b1f44c39c87bcca,e31277ecf4199b58,http://34.73.40.159:8000/galaxy/,bowtie2,2.4.2+galaxy0,ok,2.0000000,4000.0000000,318.0000000,635212894975.0000000,9999998976.0000000,7533072384.0000000,9223372036854771712.0000000
1,c2,16x32,4563a60c7ce8a92f,a2ee00cea955e8b1,http://34.73.40.159:8000/galaxy/,bowtie2,2.4.2+galaxy0,ok,2.0000000,4000.0000000,319.0000000,637674801652.0000000,9999998976.0000000,7533023232.0000000,9223372036854771712.0000000
1,e2,16x32,2138d9e23370493f,2eca279e52bdb3d0,http://34.138.22.88:8000/galaxy/,stringtie,2.1.1,ok,1.0000000,2000.0000000,35.0000000,46208808289.0000000,4999999488.0000000,17051648.0000000,9223372036854771712.0000000
1,n1,16x32,9a97e21eece60c70,af8549dd761318d1,http://35.231.186.105:8000/galaxy/,stringtie,2.1.1,ok,1.0000000,2000.0000000,48.0000000,74354622485.0000000,4999999488.0000000,16138240.0000000,9223372036854771712.0000000
1,n1,default,95a587c8ab73103e,e8924317936df9d4,http://35.231.186.105:8000/galaxy/,bwa_mem,0.7.17.1,ok,4.0000000,8000.0000000,246.0000000,966127480564.0000000,16000000000.0000000,13484916736.0000000,9223372036854771712.0000000
1,e2,16x32,2138d9e23370493f,2eca279e52bdb3d0,http://34.138.22.88:8000/galaxy/,bwa,0.7.17.4,ok,4.0000000,8000.0000000,633.0000000,2089182502334.0000000,16000000000.0000000,11303755776.0000000,9223372036854771712.0000000
1,e2,default,f3571de78c266585,16298b6a83391817,http://34.138.22.88:8000/galaxy/,hisat2,2.1.0+galaxy7,ok,2.0000000,4000.0000000,102.0000000,179705604113.0000000,9999998976.0000000,8995266560.0000000,9223372036854771712.0000000
0,c2,4x8,2b1f44c39c87bcca,f6c8332a500f294b,http://34.73.40.159:8000/galaxy/,bowtie2,2.4.2+galaxy0,ok,2.0000000,4000.0000000,318.0000000,635611980769.0000000,9999998976.0000000,7340818432.0000000,9223372036854771712.0000000
0,n2,4x8,8cd9256b535acf7f,0f352045104c4f15,http://34.75.249.162:8000/galaxy/,bwa_mem,0.7.17.1,ok,4.0000000,8000.0000000,201.0000000,791978337528.0000000,16000000000.0000000,12385443840.0000000,9223372036854771712.0000000
1,c2,default,fd2664cbb575fdf5,7e899c7ccc67d55c,http://34.73.40.159:8000/galaxy/,bwa,0.7.17.4,ok,4.0000000,8000.0000000,380.0000000,1296868608353.0000000,16000000000.0000000,11303251968.0000000,9223372036854771712.0000000
0,e2,16x32,2138d9e23370493f,9426eadb72701541,http://34.138.22.88:8000/galaxy/,bwa_mem,0.7.17.1,ok,4.0000000,8000.0000000,296.0000000,1116291689850.0000000,16000000000.0000000,11403247616.0000000,9223372036854771712.0000000
0,n1,default,95a587c8ab73103e,011989b9446cfc56,http://35.231.186.105:8000/galaxy/,bwa,0.7.17.4,ok,4.0000000,8000.0000000,699.0000000,1713769765577.0000000,16000000000.0000000,11670753280.0000000,9223372036854771712.0000000
1,e2,4x8,06ce99249061d778,c92d77eb191e3a48,http://34.138.22.88:8000/galaxy/,bwa_mem,0.7.17.1,ok,4.0000000,8000.0000000,272.0000000,1042182766256.0000000,16000000000.0000000,10828701696.0000000,9223372036854771712.0000000
0,c2,default,fd2664cbb575fdf5,9f37a3acc430f989,http://34.73.40.159:8000/galaxy/,bwa,0.7.17.4,ok,4.0000000,8000.0000000,661.0000000,1288398892642.0000000,16000000000.0000000,11635396608.0000000,9223372036854771712.0000000
0,n1,8x16,68b77645c1492f6d,89152235b2dab7ba,http://35.231.186.105:8000/galaxy/,stringtie,2.1.1,ok,1.0000000,2000.0000000,49.0000000,76596624259.0000000,4999999488.0000000,16695296.0000000,9223372036854771712.0000000
1,e2,default,f3571de78c266585,16298b6a83391817,http://34.138.22.88:8000/galaxy/,bwa,0.7.17.4,ok,4.0000000,8000.0000000,609.0000000,2079759171842.0000000,16000000000.0000000,11324067840.0000000,9223372036854771712.0000000
0,n1,4x8,91d4a3e115d9cda2,7da77d15fc0191ed,http://35.231.186.105:8000/galaxy/,bowtie2,2.4.2+galaxy0,ok,2.0000000,4000.0000000,423.0000000,847893983431.0000000,9999998976.0000000,7479431168.0000000,9223372036854771712.0000000
0,c2,4x8,2b1f44c39c87bcca,f6c8332a500f294b,http://34.73.40.159:8000/galaxy/,bwa,0.7.17.4,ok,4.0000000,8000.0000000,378.0000000,1292374956574.0000000,16000000000.0000000,11362246656.0000000,9223372036854771712.0000000
0,n2,default,79e052a475e6668b,8ab117b2e503c4d5,http://34.75.249.162:8000/galaxy/,stringtie,2.1.1,ok,1.0000000,2000.0000000,33.0000000,47561182952.0000000,4999999488.0000000,16207872.0000000,9223372036854771712.0000000
0,c2,8x16,a53cc1dd7d2490b0,2dbff808d1d76c54,http://34.73.40.159:8000/galaxy/,bwa,0.7.17.4,ok,4.0000000,8000.0000000,380.0000000,1300324926875.0000000,16000000000.0000000,11361099776.0000000,9223372036854771712.0000000
0,n1,16x32,9a97e21eece60c70,1ddf2c69353cf6a4,http://35.231.186.105:8000/galaxy/,bwa,0.7.17.4,ok,4.0000000,8000.0000000,546.0000000,1822562459390.0000000,16000000000.0000000,11360698368.0000000,9223372036854771712.0000000
0,n2,8x16,5e16d22a8a32baa9,12c3019192244338,http://34.75.249.162:8000/galaxy/,bwa_mem,0.7.17.1,ok,4.0000000,8000.0000000,199.0000000,785114559644.0000000,16000000000.0000000,11761577984.0000000,9223372036854771712.0000000
0,c2,16x32,4563a60c7ce8a92f,62eef8c4fba7155d,http://34.73.40.159:8000/galaxy/,bwa_mem,0.7.17.1,ok,4.0000000,8000.0000000,187.0000000,738290730401.0000000,16000000000.0000000,12357836800.0000000,9223372036854771712.0000000
1,n1,8x16,68b77645c1492f6d,3eaebb45f34866e9,http://35.231.186.105:8000/galaxy/,hisat2,2.1.0+galaxy7,ok,2.0000000,4000.0000000,92.0000000,183439318991.0000000,9999998976.0000000,8993992704.0000000,9223372036854771712.0000000
1,n2,16x32,00cc7bba7f14f031,67a214296e5e36b3,http://34.75.249.162:8000/galaxy/,stringtie,2.1.1,ok,1.0000000,2000.0000000,32.0000000,43122094165.0000000,4999999488.0000000,15708160.0000000,9223372036854771712.0000000
1,c2,default,fd2664cbb575fdf5,7e899c7ccc67d55c,http://34.73.40.159:8000/galaxy/,bwa_mem,0.7.17.1,ok,4.0000000,8000.0000000,186.0000000,735311288471.0000000,16000000000.0000000,13363056640.0000000,9223372036854771712.0000000
1,n2,8x16,5e16d22a8a32baa9,6282b6c085419a78,http://34.75.249.162:8000/galaxy/,bwa,0.7.17.4,ok,4.0000000,8000.0000000,401.0000000,1360667432835.0000000,16000000000.0000000,11304103936.0000000,9223372036854771712.0000000
0,c2,8x16,a53cc1dd7d2490b0,2dbff808d1d76c54,http://34.73.40.159:8000/galaxy/,stringtie,2.1.1,ok,1.0000000,2000.0000000,29.0000000,42305511974.0000000,4999999488.0000000,16912384.0000000,9223372036854771712.0000000
1,n2,default,79e052a475e6668b,79e2b3bcad4c7e04,http://34.75.249.162:8000/galaxy/,hisat2,2.1.0+galaxy7,ok,2.0000000,4000.0000000,74.0000000,143976186321.0000000,9999998976.0000000,8993730560.0000000,9223372036854771712.0000000
1,n1,4x8,91d4a3e115d9cda2,672690a385b83e39,http://35.231.186.105:8000/galaxy/,bwa,0.7.17.4,ok,4.0000000,8000.0000000,507.0000000,1696933738022.0000000,16000000000.0000000,11304022016.0000000,9223372036854771712.0000000
1,c2,4x8,2b1f44c39c87bcca,e31277ecf4199b58,http://34.73.40.159:8000/galaxy/,bwa,0.7.17.4,ok,4.0000000,8000.0000000,382.0000000,1306156010301.0000000,16000000000.0000000,11303895040.0000000,9223372036854771712.0000000
0,n2,8x16,5e16d22a8a32baa9,12c3019192244338,http://34.75.249.162:8000/galaxy/,bowtie2,2.4.2+galaxy0,ok,2.0000000,4000.0000000,343.0000000,687770815770.0000000,9999998976.0000000,7586160640.0000000,9223372036854771712.0000000
